thrift_energy,gorpcore_utility,y2k_nostalgia,avant_garde
62.417853825280815,47.28285193622308,48.13136409701666,45.88540689222156
46.543392470720384,48.78608150130787,42.62766503161976,21.82766696198681
66.19221345251731,22.65589448635664,14.966584720004818,31.30126210131639
88.07574641020064,8.739073918403474,58.17046913052425,21.49739472649652
44.1461656319166,3.463756055161837,71.5645767351186,9.989999281752795
44.146576076270485,0.0,21.388169845961265,0.0
89.48032038768478,80.31855855085536,93.05616239257024,23.081835305544544
69.18586822882273,44.40277834135684,72.95013099575527,8.365900930964132
38.2631403516262,0.0,33.12310905621191,7.994968907520445
63.56400108964912,0.0,55.530959393448555,12.515191160313321
38.41455767968844,50.423578138173106,91.48241249493236,46.17292109935241
38.35675616074358,55.70296996893446,69.84572218586972,56.072563133809595
56.04905678915085,39.07111297368753,57.03430840919894,23.258119062926013
2.167993883555056,29.678682008744666,34.708315241041916,13.028491641324084
6.877054187174181,27.0521454577999,43.97834301744375,2.341603738231843
35.94281176897568,40.18026909866843,37.988754582135115,27.028102423191037
24.679221991639405,45.479449327929586,0.0,46.74358400097716
57.85618331488185,0.0,100.0,16.289894194622647
27.299398111969726,13.670151521582834,52.072944413575954,0.0
14.692407466617716,22.05368785236333,54.36140386804874,30.050745077232857
86.64121922303886,30.088382802262764,64.54467201998894,34.780995671750745
44.35559248783661,79.31898771218579,34.928757728236285,0.0
51.688205117198095,36.070897388024186,50.85834951144015,22.647262754944293
14.381295344663577,31.56050330443592,4.329519548541291,26.768390242041484
36.39043188687043,48.719299850117324,100.0,18.903390469865922
52.773064742746655,32.3545192811228,24.969119462264096,8.138436213719695
21.22516056444243,48.25248103752968,20.56839107315324,35.239058353453345
59.3924504586418,35.838243296772966,46.81125502793253,13.949303810469761
34.984032752029876,63.222947769985254,82.6971029469184,0.0
42.70765625516808,0.0,53.17502185811678,0.0
34.95733469426508,48.04627171737194,19.583805507517962,38.912742799989644
96.30695461272344,3.9109703366512516,100.0,29.249959647066774
49.66256938155165,39.70558033330965,73.17378648410252,21.319603206937533
23.557226776102492,12.273176593952794,60.52804196324206,13.395880447237946
70.56362280257973,12.365948682163605,79.06244287004493,12.065023786953095
19.478908750724443,21.74800007444732,100.0,3.8639502733758313
55.22158987511889,43.88328254451109,100.0,13.528165331601727
1.0082469030056131,43.4469162075261,23.134590495819303,0.0
16.79534877753924,5.310200794753378,85.63572945354058,8.959045197972287
54.921530896728086,26.248750942544795,66.05566401299093,15.335937254733592
68.46166449988526,13.77535028818201,73.01589475340931,29.148200707856283
54.28420702974926,1.733501600303275,13.97849131784156,19.401103049399545
47.10879294029399,29.007439086707148,49.8729937473833,31.923846708133386
42.47240761026778,31.430673339510626,32.42113252466621,40.23702657670144
13.036950240814313,90.27596024169219,64.61255544457703,35.87255140736153
32.003894790132286,43.081476633458806,76.37818094710981,27.057647710678353
38.484030726005315,2.822019914798898,0.0,20.177940187711762
76.42805565547289,5.534180735005222,62.3775450965351,5.2881798737966115
58.59045723921153,51.149238769021565,85.62367479161976,31.099160770689743
5.923996115931651,88.66254052754135,37.110224776943376,45.19621073332294
58.102099234869875,0.0,75.65722089552007,25.131590594756272
40.37294298959209,3.8304785898574227,60.89101958755472,48.75888722639185
33.07694999235103,59.65048326059893,58.464590796520966,0.0
65.2919072210217,25.808921794536488,52.80469771459907,2.687549228306878
75.77498806239878,10.610356796482494,32.31797631532689,32.82802261622394
73.28200297790497,35.62192238778722,33.9463472077458,23.964353152298767
29.019561919434036,0.0,66.43968143721314,39.706732648577116
42.26969060371964,29.520742166838854,53.16736356908797,19.767925389098906
58.2815857850891,27.692253764673897,54.02166962034611,6.980368662075021
74.38862817805898,40.32611770191454,51.71933739535888,16.79610136692436
38.020644053867755,0.921848317833289,43.776472079141534,0.0
45.35852558340457,23.870494072804057,79.78035253722486,3.0711399035444806
22.341625649849295,20.857846336346455,38.32138564825412,34.58665996877015
20.09483439798323,44.32543272070736,12.501832486855754,33.09181121704415
70.31314555985495,8.20847014960499,79.68523805646082,25.44506427209115
83.90600071427058,2.730317948178655,60.04988361766324,0.0
48.19974696049165,6.2933212590197565,55.244820726466905,14.623946367306672
75.08832244730061,28.655061015052716,100.0,1.6250016700992411
59.040900626190854,50.42004173062172,57.19825625409458,37.647998806816474
33.872006134871896,23.030854572501735,57.39119366842971,11.24416799656098
59.03489013771035,20.4432956069692,28.237379758854974,3.71378433827676
88.45091416164922,0.0,61.043537939720764,20.446942476821366
49.10434902225121,18.344670494406344,69.96945583689039,10.397683147480823
89.11609139535015,28.07515284131732,27.850484072573988,42.25615865305561
0.0,89.10572195584308,40.37303904721966,8.977836536987137
70.54756260938059,0.0,63.68404559893433,0.0
52.17617670595428,43.9308283393128,56.68503940147227,0.0
42.52481623835331,49.24749320716501,78.68641733796208,19.538202463798772
52.29401941338756,29.78234352397766,64.0491686952293,11.571048292131104
0.3107771349776769,64.53682661783678,77.0450305994044,0.0
44.5082028040622,43.67582765885953,28.512722951367756,37.83839691883678
58.92781428779366,38.001091940375304,61.076458466796794,30.00867721143863
86.94735111853791,19.378809442318133,68.19587499531005,19.576731815941553
37.04324454315881,63.24868620476599,24.38161101907064,40.464893662563
29.78765992767031,57.94706889107529,72.84367303058474,29.938040500979195
37.456073910386586,13.05810405888784,100.0,7.657161477223514
72.88505294255185,0.0,61.440364020669776,4.411697540138508
58.21877774149211,27.204520970511602,70.0911605292918,32.26972316680792
36.75599490582403,17.026231469686373,53.13976036713039,25.945504347010264
62.8316858278339,25.181657949950093,41.00988900067077,22.546216519559927
52.42693873370101,47.18438812972914,10.209074675059895,7.30253295696639
74.21612476332223,17.65842734763428,44.620500351612534,29.119213505086307
32.44867265306619,26.120804544351568,14.93564227212657,8.667516752990762
41.80844633505579,30.18684550159468,95.14508585199468,18.47020018109483
40.19729617169606,55.610823288088355,49.181446503427836,41.7041621958047
13.41212629669704,0.0,35.375654662829845,10.087486462847814
57.4030069266144,4.947457176934021,79.44974769767947,0.0
56.526381804497234,24.605114333469345,28.91413696995197,4.211792121948344
50.12783641606152,57.94180480545066,35.866749974704646,34.91448240031435
44.135321665621326,20.86327354103289,54.942403230901924,23.820967060703143
14.615731448739645,0.0,70.10394422020892,18.066839319668695
39.48386693086602,39.4428927012801,64.38728620847951,12.363592920326457
